RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,1048901,4946379,7646640,435649,4187843,3037437,,,,74539.95,524302,19949.88,3131.432
100,1,830,953.944,2.448,16,114.283,5.927,,,,,16,0.569,0.000
100,2,472,852.122,1.052,,,,,,,,,,
100,3,585,664.089,0.737,,,,,,,,,,
100,4,4843,5891.442,17.756,,,,,,,,,,
90,0,1048861,2396997,2944042,42,287.540,0.814,,,,393794.2,732375,1136137,4311789
90,1,1825,2215.403,1.767,8,62.912,5.024,,,,,8,0.320,0.000
90,2,487,817.967,2.459,,,,,,,,,,
90,3,1637,2321.154,3.400,,,,,,,,,,
90,4,2916,3159.722,11.822,,,,,,,,,,
80,0,1048848,2445093,3688418,14,149.980,57.505,,,,404504.4,762796,1155895,27497882
80,1,1979,2580.250,1.661,,,,,,,,,,
80,2,668,1033.823,4.525,,,,,,,,,,
80,3,2864,4025.674,2.931,,,,,,,,,,
80,4,2565,3266.071,4.798,,,,,,,,,,
70,0,1048988,2391063,1557784,15,117.527,7.545,,,,400635.2,759369,1102250,5621893
70,1,1331,1753.934,2.161,,,,,,,,,,
70,2,651,1096.576,3.770,16,116.747,4.406,,,,,16,0.568,0.000
70,3,2899,4295.969,6.264,,,,,,,,,,
70,4,1032,1244.279,1.772,,,,,,,,,,
60,0,1048796,2318103,3323605,16,136.486,18.705,,,,401440.9,760491,1038239,4287976
60,1,1165,1434.362,1.799,,,,,,,,,,
60,2,184,440.750,2.713,,,,,,,,,,
60,3,4592,5741.191,46.800,,,,,,,,,,
60,4,2401,3109.586,6.893,,,,,,,,,,
50,0,1048889,2282705,198684.5,51,434.316,37.574,,,,390836.0,758818,1017614,2987991
50,1,1033,1241.594,1.960,,,,,,,,,,
50,2,365,692.231,3.940,,,,,,,,,,
50,3,196,223.049,0.517,,,,,,,,,,
50,4,2319,2955.016,7.972,,,,,,,,,,
40,0,1048969,2227072,4883385,50,396.495,16.140,,,,387143.8,770175,965299.9,2222018
40,1,1634,2087.070,1.951,,,,,,,,,,
40,2,356,681.066,2.684,,,,,,,,,,
40,3,1885,2775.977,2.894,,,,,,,,,,
40,4,1032,1244.723,1.019,,,,,,,,,,
30,0,1049000,2171867,3433385,15,189.976,94.581,,,,384802.1,765506,905121.9,3394700
30,1,2173,2777.867,25.019,,,,,,,,,,
30,2,188,462.594,3.039,,,,,,,,,,
30,3,1830,2725.519,1.714,,,,,,,,,,
30,4,1137,1586.292,4.533,,,,,,,,,,
20,0,1049000,2130861,2539481,15,118.985,14.214,,,,381521.8,771750,876322.9,3912005
20,1,1009,1432.659,3.179,16,122.408,7.655,,,,,16,0.600,0.000
20,2,368,626.848,2.105,,,,,,,,,,
20,3,1553,2208.664,1.162,,,,,,,,,,
20,4,1186,1383.368,2.402,,,,,,,,,,
10,0,1048795,2092451,2233556,15,194.236,101.534,,,,380432.1,767775,840489.1,1749370
10,1,1236,1288.928,1.495,,,,,,,,,,
10,2,479,816.346,2.944,,,,,,,,,,
10,3,965,1581.239,2.834,16,113.350,2.529,,,,,16,0.556,0.000
10,4,327,440.146,1.236,,,,,,,,,,
5,0,1048901,2067378,2557522,23,181.702,11.394,,,,374724.9,769321,821229.8,884766.9
5,1,1943,2394.808,1.650,,,,,,,,,,
5,2,401,733.890,4.146,,,,,,,,,,
5,3,2272,3063.575,10.252,,,,,,,,,,
5,4,1027,1306.912,2.557,,,,,,,,,,
