RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,610512,203
90,790492,33296
80,793046,33427
70,790544,33403
60,997388,72744
50,1050596,83658
40,1050444,80248
30,1049058,524340
20,1049074,524356
10,1050131,81563
5,1049667,76183
