RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,0.93,0:03.57,187,604002,80635,1814
90,2.59,1.70,0:04.31,33289,753279,387707,266623
80,2.59,1.89,0:04.51,33416,753156,450881,267057
70,2.57,2.08,0:04.67,33393,753180,490127,267310
60,2.33,2.68,0:05.02,72738,922564,534084,477762
50,2.61,2.56,0:05.18,83646,965079,534574,529088
40,2.53,2.62,0:05.16,80234,968491,534606,531555
30,2.79,4.87,0:07.67,524303,524422,534599,531524
20,2.66,4.92,0:07.58,524307,524419,534609,531534
10,2.52,2.38,0:04.91,81554,967175,534610,531548
5,2.70,2.15,0:04.85,76174,972552,534600,531535
