RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,539235,604740.5,497555.9,38,363.765,44.021,,,,
100,1,53,91.796,4.641,,,,,,,
100,2,303,505.516,1.474,,,,,,,
100,3,412,661.140,2.563,,,,,,,
100,4,354,576.800,2.793,,,,,,,
90,0,786491,1044175,963899.9,34304,250235.7,1012.903,46,836538.5,124976959,
90,1,132,241.414,12.387,1,38.624,0.000,,,,
90,2,498,893.863,3.383,,,,,,,
90,3,325,554.394,1.932,,,,,,,
90,4,586,949.831,1.559,,,,,,,
80,0,786562,1010263,945930.5,34289,250028.1,1276.887,47,896382.7,151543385,
80,1,391,614.025,1.819,,,,,,,
80,2,299,472.745,1.888,,,,,,,
80,3,182,332.545,10.658,,,,,,,
80,4,197,369.518,1.731,,,,,,,
70,0,786608,1064343,1479014,34320,248205.3,3976.319,49,869387.9,110217531,
70,1,524,983.028,6.464,7,65.570,70.445,,,,
70,2,497,936.032,5.939,,,,,,,
70,3,329,561.907,1.468,,,,,,,
70,4,268,401.373,1.186,,,,,,,
60,0,995270,1395487,18937677,75547,488146.6,4559.552,29,1028656,1385761151,
60,1,394,663.665,0.964,,,,,,,
60,2,434,749.234,1.185,,,,,,,
60,3,87,133.290,2.215,,,,,,,
60,4,332,573.346,1.369,,,,,,,
50,0,1048775,1470837,1009936,85038,545206.9,6512.710,58,1182025,251610863,
50,1,444,761.292,10.971,5,102.436,185.618,,,,
50,2,479,801.202,1.286,,,,,,,
50,3,188,291.162,3.719,3,29.103,31.924,,,,
50,4,523,885.832,1.196,,,,,,,
40,0,1048723,1569404,1875887,99303,625540.3,6112.398,46,915723.4,157430264,
40,1,311,500.652,0.722,,,,,,,
40,2,397,692.205,0.902,,,,,,,
40,3,227,367.746,0.887,,,,,,,
40,4,373,475.000,1.153,,,,,,,
30,0,1048651,1516125,2532635,86180,553372.1,20626.92,39,960846.5,121809942,
30,1,601,1093.140,2.040,5,35.249,6.232,,,,
30,2,229,362.508,1.148,,,,,,,
30,3,75,126.527,0.871,,,,,,,
30,4,,,,,,,,,,
20,0,1048651,1520288,2529999,86238,554314.5,8211.848,44,781853.5,36523560,
20,1,324,590.799,2.166,,,,,,,
20,2,266,467.280,3.745,,,,,,,
20,3,222,351.711,0.803,,,,,,,
20,4,74,94.974,0.766,,,,,,,
10,0,1048717,1554855,1571753,87969,561722.5,5794.884,41,835161.2,87413400,
10,1,110,163.843,0.555,,,,,,,
10,2,482,823.857,1.599,,,,,,,
10,3,,,,,,,,,,
10,4,75,114.211,0.796,,,,,,,
5,0,1048789,1552716,1252862,86328,553042.4,27488.04,38,833788.8,19093755,
5,1,368,622.634,0.998,,,,,,,
5,2,321,544.268,0.864,,,,,,,
5,3,,,,,,,,,,
5,4,361,612.018,1.788,,,,,,,
