RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.59,0.18,0:02.33,0,101063,0,0
90,7.68,0.94,0:02.56,41546,135451,69444,42457
80,7.56,0.86,0:02.55,49024,132747,74902,49963
70,7.63,0.70,0:02.53,57278,113529,68850,58309
60,8.21,0.92,0:02.71,65747,172504,101018,67194
50,7.90,1.14,0:02.68,75139,235690,138171,80545
40,9.20,3.08,0:03.55,184070,794325,460314,481292
30,9.00,3.84,0:03.76,210763,863212,519615,572728
20,9.41,3.56,0:03.82,226483,876056,535605,597430
10,9.86,4.07,0:04.12,256537,848262,535929,599070
5,13.14,8.56,0:06.77,753900,1142127,570345,787123
