RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.94,0.10,0:01.59,0,100476,0,0
90,4.20,0.93,0:01.99,42133,106048,60004,45656
80,4.14,1.19,0:02.09,50055,117845,74762,54461
70,4.06,1.40,0:02.18,58605,119532,77004,63877
60,4.09,1.42,0:02.18,64009,109317,73750,69200
50,4.38,1.53,0:02.32,71214,158367,102482,82391
40,5.72,5.10,0:04.02,161977,982780,575313,354315
30,5.90,7.41,0:05.12,250731,1077268,678937,749028
20,4.99,8.02,0:05.14,269447,1107011,707647,788713
10,4.88,8.31,0:05.37,290086,1092735,709879,795248
5,5.51,8.87,0:05.83,309218,1132655,731498,813210
