RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,99247,85716.24,11183.83,,,,,,,9917.470,,,,99247,18426.52,8232.368,,,
100,1,780,1500.619,221.857,,,,,,,772.994,,,,780,834.852,221.406,,,
100,2,866,2179.201,431.262,,,,,,,1348.665,,,,866,1415.655,430.129,,,
100,3,532,526.256,1.385,,,,,,,,,,,532,21.350,0.001,,,
100,4,162,235.464,2.644,,,,,,,,,,,162,8.338,0.002,,,
90,0,106222,203716.4,20933680,2278,49861.86,1515.828,1,13516.16,0.000,32545.61,9556,34993.98,142747.6,106222,41278.10,4565571,,,
90,1,10094,109490.0,52538.47,1185,25204.48,163.400,,,,26440.53,13687,44076.80,32824.11,10094,27457.23,18137.05,,,
90,2,8555,80698.39,312250.9,130,2867.135,122.267,,,,26082.63,11635,39349.64,5007.692,8555,26941.86,254097.3,,,
90,3,835,1050.147,1.485,,,,,,,,,,,835,30.116,0.000,,,
90,4,1071,1691.543,7.424,16,299.839,22.414,,,,,16,0.706,0.000,1071,42.686,0.000,,,
80,0,110109,291427.9,1020139,6602,136229.2,9686.262,2,33482.86,10654748,33361.54,13001,31004.88,187612.3,110109,42721.84,149670.8,,,
80,1,7927,82410.17,24832.90,338,10494.93,289.339,,,,28991.01,10512,31045.60,8553.147,7927,29844.66,14486.05,,,
80,2,15542,147816.1,98287.08,3641,68859.76,2870.564,,,,28849.07,15459,33502.01,5090.062,15542,30375.41,68402.38,,,
80,3,884,1264.703,1.783,,,,,,,,,,,884,35.473,0.000,,,
80,4,467,667.970,2.052,,,,,,,,,,,467,19.486,0.000,,,
70,0,102078,164902.3,12667189,419,14045.44,1114.379,3,52197.78,27107191,44072.49,3867,20911.59,34724.95,102078,52595.09,3206091,,,
70,1,6377,83666.05,47028.89,312,8113.776,360.948,,,,36077.10,8402,30050.52,23488.22,6377,36749.74,20314.50,,,
70,2,14954,145076.0,377588.9,3497,63448.13,194.152,,,,34903.62,13793,31685.95,5827.903,14954,36391.07,322165.0,,,
70,3,1590,2176.885,9.917,,,,,,,,,,,1590,68.118,0.000,,,
70,4,602,1156.277,9.701,16,267.761,1.612,,,,,16,0.595,0.000,602,22.568,0.000,,,
60,0,114967,430730.5,2899819,12815,263652.6,20764.77,4,67579.42,15271988,37310.91,16390,31038.47,203746.3,114967,47795.47,239963.0,,,
60,1,14224,151644.2,204008.1,4495,85577.39,357.723,,,,36172.25,11124,16955.80,949.729,14224,37502.20,164373.0,,,
60,2,20739,198729.1,254132.7,6271,115359.3,2776.308,,,,34917.75,15950,29610.86,15981.05,20739,36891.93,168456.2,,,
60,3,1889,2187.560,6.888,,,,,,,,,,,1889,75.164,0.000,,,
60,4,1602,2262.879,2.175,,,,,,,,,,,1602,57.709,0.000,,,
50,0,120912,334091.7,726080.3,8746,166806.4,2480.151,4,54485.08,10620193,51146.00,12458,14531.29,246183.2,120912,62070.08,209884.6,,,
50,1,24331,249573.8,69741.66,8491,162963.3,1855.443,,,,47629.75,15478,19448.25,2913.281,24331,49920.96,50796.49,,,
50,2,29244,274864.8,549937.3,10190,188661.8,9006.312,,,,41426.18,19211,22021.11,2848.464,29244,44293.35,375633.3,,,
50,3,456,494.477,2.387,,,,,,,,,,,456,21.086,0.000,,,
50,4,232,330.878,3.622,,,,,,,,,,,232,9.342,0.000,,,
40,0,230416,953522.4,11461804,19002,514468.5,530707.1,5,99327.81,39633915,236906.0,26745,18777.87,212088.9,230416,259615.5,3680193,,,
40,1,138095,785413.9,12990828,15896,418464.7,20518.76,1,51431.06,0.000,237461.9,27365,30868.03,110704.2,138095,251226.2,6509476,,,
40,2,118384,776112.7,26617256,16716,455868.6,695381.3,1,26891.85,0.000,210813.4,29587,22993.56,3758.952,118384,222738.1,12391789,,,
40,3,1733,3606.272,6.733,32,537.269,4.108,,,,,32,1.002,0.000,1733,90.244,0.000,,,
40,4,2540,3378.807,3.571,,,,,,,,,,,2540,110.545,0.256,,,
30,0,320337,1029653,50634154,2649,131108.9,3661.004,7,120807.8,81632217,529339.8,49174,97308.65,151797.6,320337,561299.4,141447655,,,
30,1,209923,1002855,13581453,4968,270141.1,9087.697,2,62346.09,51230306,494095.1,34087,69649.87,42095.05,209923,515753.7,9150181,,,
30,2,202592,1060393,25370823,5724,310575.0,16078.94,1,19218.31,0.000,517654.1,33286,65215.29,22553.90,202592,539025.0,16562896,,,
30,3,383,552.987,0.536,,,,,,,,,,,383,16.661,0.000,,,
30,4,3167,4217.219,8.981,,,,,,,,,,,3167,134.391,0.503,,,
20,0,358795,1039400,20640466,983,26198.16,743.438,4,75469.36,29178929,573813.5,92776,110501.5,9985950,358795,610454.8,2472325,,,
20,1,243419,838155.5,3742164,77,4450.031,614.128,,,,534330.2,65878,74351.49,45846.40,243419,560386.9,3594630,,,
20,2,247726,889924.1,9679064,462,27613.19,1359.140,,,,546103.3,71355,85443.25,29547.09,247726,572954.4,9124694,,,
20,3,583,899.774,2.085,,,,,,,,,,,583,27.147,0.000,,,
20,4,3073,3613.060,60.537,,,,,,,,,,,3073,149.945,1.030,,,
10,0,353492,1054262,4301097,863,20593.37,720.335,7,66164.04,8451749,596672.2,88466,113249.3,3009763,353492,633113.0,827943.4,,,
10,1,234524,852620.8,3181971,53,3291.361,744.575,,,,563143.5,55934,67287.53,26223.02,234524,588376.9,3098141,,,
10,2,241576,876122.6,4665706,1,32.539,0.000,,,,568990.9,64365,79735.93,18756.24,241576,595841.9,4590375,,,
10,3,1720,2997.926,2.176,,,,,,,,,,,1720,90.262,0.000,,,
10,4,1256,1698.920,1.443,,,,,,,,,,,1256,47.122,0.000,,,
5,0,337370,1205349,8322459,2121,57880.41,22942.50,26,63184.22,395573.4,724178.5,73254,124785.0,831592.6,337370,758257.7,3108230,,,
5,1,213256,980780.4,5798989,591,21517.46,1794.650,,,,691055.1,32856,73346.19,151217.0,213256,713673.9,5083108,,,
5,2,215602,996608.2,4004014,863,28555.61,1840.845,,,,692755.6,36184,76693.37,25527.08,215602,716855.5,3713669,,,
5,3,3524,4663.521,22.197,,,,,,,,,,,3524,200.027,0.251,,,
5,4,2189,3485.922,44.095,27,443.376,1.277,,,,,27,0.875,0.000,2189,111.980,2.026,,,
