RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.12,0:01.61,0,100476,0,0
90,4.23,0.34,0:01.83,3593,120229,43455,41838
80,4.39,0.55,0:01.97,10581,122401,57530,52977
70,4.29,0.39,0:01.89,4220,118657,74621,65424
60,4.81,0.84,0:02.24,23572,125383,82282,78376
50,5.29,0.91,0:02.40,27411,146584,104518,101667
40,5.83,2.84,0:03.26,51614,434598,406367,395923
30,5.60,3.24,0:03.41,13341,718847,683024,730032
20,5.35,2.83,0:03.22,1522,848101,708019,769898
10,5.48,2.86,0:03.27,917,827631,709347,774740
5,6.44,3.33,0:03.75,3575,762007,712852,779052
