RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.44,0.11,0:03.56,0,100590,0,0
90,3.50,0.59,0:04.09,42782,109495,63755,46570
80,3.43,0.72,0:04.16,50429,112872,71870,54896
70,3.49,0.79,0:04.28,59546,123079,79645,64531
60,3.46,0.80,0:04.27,63278,108780,72780,69965
50,3.54,0.95,0:04.50,73215,173671,112693,85993
40,3.95,3.03,0:07.22,158152,1125923,655514,470144
30,3.25,4.69,0:08.33,252794,1129680,709203,776979
20,3.65,4.33,0:08.36,256973,1125656,709327,778663
10,3.78,4.54,0:08.76,260791,1250275,744272,859209
5,4.12,5.33,0:10.08,319655,1579446,818446,1231481
