RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.69,0.13,0:03.83,0,104760,0,0
90,3.75,0.33,0:04.09,8249,132861,36946,22516
80,3.66,0.48,0:04.14,7454,167506,74174,54893
70,3.74,0.44,0:04.19,4665,175657,74447,70694
60,3.66,0.47,0:04.14,3343,177077,74603,77849
50,3.75,0.53,0:04.29,5826,195562,85777,81125
40,3.91,1.14,0:05.07,25657,405652,193840,174385
30,4.17,2.40,0:06.58,17309,1288052,666920,709819
20,4.42,2.36,0:06.79,33327,1306457,688966,742183
10,4.59,4.25,0:08.84,40019,2623679,1277538,1323161
5,4.65,4.28,0:08.94,36711,2628983,1282787,1613191
