RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.05,0.16,0:04.22,0,104857,0,0
90,4.12,0.39,0:04.52,14615,112313,82940,53113
80,4.26,1.08,0:05.36,51284,116705,234515,171997
70,4.32,1.23,0:05.57,66417,113704,236099,227444
60,4.36,1.37,0:05.74,75893,119891,247694,248922
50,4.62,1.56,0:06.20,87251,159740,322909,314615
40,5.50,3.26,0:09.06,126310,517476,922111,834327
30,6.84,6.86,0:14.81,205293,1081455,2062431,2238412
20,6.81,7.36,0:15.48,204921,1125865,2169519,2474844
10,7.05,16.88,0:26.89,474933,2139082,3918761,4814768
5,6.85,14.07,0:23.55,438256,2227429,3124870,4201015
