RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.68,1.86,0:04.56,38493,535680,257461,162801
90,3.05,3.22,0:09.15,12,757894,2127812,1677439
80,3.22,3.94,0:10.85,12,764778,2698156,1772459
70,2.75,5.12,0:11.89,16,768282,2811827,1703649
60,3.05,7.20,0:17.53,323,958421,4412734,2969135
50,3.06,8.10,0:18.75,190,1004988,5113804,3345823
40,3.06,9.02,0:20.53,17,1007837,5512361,3665526
30,3.01,9.93,0:21.26,24,1008957,5851266,3322075
20,2.63,51.90,0:54.93,24,564728,5956321,3142707
10,2.95,39.79,0:44.44,20,624572,5796136,2753120
5,3.36,4.48,0:10.04,24,969447,2279156,1976206
