RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.10,5.36,0:07.47,438650,610131,564064,472462
90,2.22,1.99,0:04.95,31,1048754,565072,530660
80,2.20,2.08,0:04.72,61445,809711,378452,370641
70,2.32,2.03,0:05.03,15,1048780,565615,562360
60,2.34,2.01,0:04.96,15,1048784,565615,562397
50,2.45,1.93,0:04.97,16,1048786,565622,562624
40,2.47,1.96,0:04.95,15,1048790,565622,562705
30,2.48,1.95,0:04.90,15,1048793,565622,562823
20,2.62,1.88,0:04.93,15,1048796,565625,562928
10,2.51,2.01,0:04.91,15,1048799,565610,563024
5,2.61,1.92,0:04.91,15,1048801,565625,563090
