RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678837,516205.1,89783.68,54,436.860,16.519,,,,42786.38
100,1,2145,2559.419,26.310,,,,,,,
100,2,756,1087.778,7.628,,,,,,,
100,3,1224,1625.655,4.790,,,,,,,
100,4,1959,2494.215,3.771,,,,,,,
90,0,689586,544108.8,178774.2,32,268.233,6.376,,,,49413.64
90,1,1700,2136.416,3.421,,,,,,,
90,2,518,989.932,2.343,8,58.107,2.170,,,,
90,3,5865,6590.815,7491.343,,,,,,,
90,4,2311,2978.380,8.904,,,,,,,
80,0,692543,559951.6,1157709,364,3700.318,44.103,1,28163.71,0.000,51782.60
80,1,1220,1636.046,2.910,16,110.052,2.126,,,,
80,2,200,707.814,229.822,,,,,,,
80,3,799,984.357,2.028,,,,,,,
80,4,660,888.238,3.074,,,,,,,
70,0,714724,599409.6,210869.1,2113,17575.78,405.201,9,302856.9,189465369,61595.16
70,1,2368,2836.785,10.573,,,,,,,
70,2,746,1133.429,2.342,,,,,,,
70,3,2367,3028.147,13.460,,,,,,,
70,4,1642,2056.168,2.460,,,,,,,
60,0,780226,894008.2,13361334,17039,223214.9,9037.614,9,299071.0,769684533,91161.54
60,1,1218,1543.955,2.051,,,,,,,
60,2,424,883.997,2.670,16,114.140,4.709,,,,
60,3,6721,7383.342,151.223,,,,,,,
60,4,3156,4228.285,21.062,,,,,,,
50,0,891348,925863.4,35028496,8920,94817.04,1791.193,15,555078.1,497633781,158478.1
50,1,2669,3529.297,6.330,16,114.931,3.728,,,,
50,2,1230,1717.499,2.935,,,,,,,
50,3,2609,3259.320,3.604,,,,,,,
50,4,2288,2890.805,11.349,,,,,,,
40,0,1028051,1204315,2715445,12442,148141.4,60073.51,22,751786.0,469039056,259726.0
40,1,2418,3148.520,13.738,,,,,,,
40,2,951,1542.914,2.306,,,,,,,
40,3,1955,2640.338,2.965,16,122.943,9.579,,,,
40,4,974,1152.915,1.783,,,,,,,
30,0,1163142,1493374,25172668,17047,169004.4,5330.563,25,685093.1,588919980,362897.8
30,1,3279,4127.787,9.494,,,,,,,
30,2,959,1383.797,3.183,,,,,,,
30,3,3482,4897.222,8.675,,,,,,,
30,4,2161,2651.786,19.170,,,,,,,
20,0,1261015,1657294,942381.0,4538,58605.33,525.477,28,620265.5,241304739,452742.2
20,1,1853,2276.361,2.139,,,,,,,
20,2,409,881.987,4.173,,,,,,,
20,3,2112,2542.971,96.144,,,,,,,
20,4,7168,8072.114,92.376,,,,,,,
10,0,1372089,1943470,9093075,2186,34003.17,1239.655,21,457263.6,216635064,559637.9
10,1,4364,5620.099,26.691,,,,,,,
10,2,1124,1624.566,1.714,,,,,,,
10,3,4379,5588.935,20.906,,,,,,,
10,4,2205,2747.310,15.482,,,,,,,
5,0,1443780,2103257,9981348,4202,50060.80,3133.739,25,330774.1,52973895,608243.1
5,1,3497,4322.803,7.077,,,,,,,
5,2,1045,1695.118,3.914,,,,,,,
5,3,4666,5608.723,143.356,,,,,,,
5,4,1931,2435.454,2.044,,,,,,,
