RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.12,0:01.60,0,100476,0,0
90,4.08,0.35,0:01.78,1255,140555,44678,41835
80,4.15,0.32,0:01.81,1706,150853,57146,51543
70,4.18,0.41,0:01.87,2793,163278,73762,64359
60,4.16,0.47,0:01.88,3751,167922,74448,71911
50,4.65,0.77,0:02.15,25565,206819,104946,100024
40,5.10,2.07,0:02.76,7042,961587,477459,461356
30,5.32,3.16,0:03.25,9322,1336615,686483,734117
20,5.26,3.08,0:03.25,335,1373557,704868,767421
10,5.52,3.23,0:03.40,136,1382576,709335,775110
5,5.80,3.75,0:03.92,4890,1389461,718124,783769
