RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.11,0:02.12,0,100521,0,0
90,3.87,0.44,0:02.39,293,147405,50822,45025
80,3.89,0.54,0:02.49,347,159636,64462,52888
70,3.99,0.41,0:02.49,215,165312,70686,62736
60,3.98,0.46,0:02.50,306,167798,70796,68736
50,4.14,0.57,0:02.64,5351,213953,96678,78615
40,4.86,1.91,0:03.69,5871,1197278,593573,255969
30,4.46,3.78,0:04.45,1222,1367363,699960,753036
20,4.78,2.86,0:04.17,480,1382639,708597,772830
10,4.84,3.09,0:04.34,3834,1385871,711870,780323
5,5.73,2.88,0:04.67,4936,1387769,712387,781948
