RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.10,0.21,0:07.31,2,101184,1204,74
90,6.75,0.53,0:07.28,41096,114647,61466,41890
80,6.87,0.58,0:07.46,48476,113930,66727,49462
70,6.97,0.60,0:07.58,57837,113394,69058,58865
60,6.69,0.68,0:07.38,64221,132393,80255,65993
50,7.09,0.78,0:07.88,70931,226716,131120,88301
40,7.46,2.48,0:09.96,184537,874519,500535,525293
30,7.60,2.56,0:10.17,207012,897763,535651,580290
20,7.66,2.80,0:10.48,212184,893549,536215,586691
10,7.95,2.97,0:10.95,223224,1016485,565005,669482
5,8.21,4.40,0:12.67,287566,1414761,627213,1111995
