RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101496,15
90,156073,41119
80,162746,48507
70,171579,57860
60,196978,64239
50,298279,70961
40,1064494,184545
30,1109544,207025
20,1110338,212200
10,1248616,223244
5,1719497,287584
