RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,101223,110757.1,2446.524,4,105.989,181.885,,,,
100,1,671,1238.167,3.265,1,13.874,0.000,,,,
100,2,697,1162.122,2.107,,,,,,,
100,3,942,1687.674,1.858,,,,,,,
100,4,481,816.523,2.684,,,,,,,
90,0,152593,382152.7,125302.1,41234,246186.8,2317.020,2,33387.31,14834283,
90,1,1051,2074.811,5.167,7,70.422,112.045,,,,
90,2,875,1456.983,1.655,,,,,,,
90,3,806,1215.255,1.376,,,,,,,
90,4,904,1633.963,2.366,,,,,,,
80,0,162676,432339.0,112838.4,48573,290391.5,9559.280,4,98652.92,23142771,
80,1,820,1648.094,3.427,,,,,,,
80,2,921,1593.795,2.186,,,,,,,
80,3,896,1549.999,1.810,,,,,,,
80,4,646,1087.076,2.099,,,,,,,
70,0,171211,498046.7,62372.42,57771,340955.1,72618.23,6,140698.3,151394792,
70,1,1035,1931.205,3.477,8,72.858,97.544,,,,
70,2,606,1051.558,1.886,,,,,,,
70,3,947,1627.039,2.325,,,,,,,
70,4,405,713.081,1.988,,,,,,,
60,0,185021,530799.2,188201.3,63792,376159.1,10641.99,6,114169.2,109551161,
60,1,1572,2875.753,1.541,,,,,,,
60,2,914,1573.378,2.795,,,,,,,
60,3,774,1299.110,1.440,,,,,,,
60,4,430,753.158,1.323,,,,,,,
50,0,306541,674078.8,519081.4,73356,451801.0,12463.71,6,134901.2,80993262,
50,1,1130,2105.645,2.642,,,,,,,
50,2,667,1108.095,4.294,,,,,,,
50,3,733,1294.838,3.132,,,,,,,
50,4,434,708.398,2.485,,,,,,,
40,0,1059776,1844389,2970834,186926,1197745,173934.7,7,150272.0,239703445,
40,1,378,804.774,12.286,3,46.369,235.285,,,,
40,2,263,540.131,4.811,24,147.402,3.260,,,,
40,3,156,273.327,3.867,3,22.791,6.469,,,,
40,4,33,28.441,0.716,,,,,,,
30,0,1103865,2004039,39274431,208761,1328077,71488.73,13,230175.6,122413226,
30,1,560,992.303,1.219,,,,,,,
30,2,564,871.806,2.110,,,,,,,
30,3,244,411.177,2.221,,,,,,,
30,4,111,207.424,0.997,,,,,,,
20,0,1104293,2026126,22216823,209555,1336663,225280.4,10,185214.1,59974929,
20,1,228,382.948,1.364,,,,,,,
20,2,19,37.104,8.646,,,,,,,
20,3,111,183.730,0.691,,,,,,,
20,4,78,100.475,0.750,,,,,,,
10,0,1243853,2485049,898458.1,234994,1645031,680816.9,14,175752.9,8151508,
10,1,127,269.427,4.473,,,,,,,
10,2,103,164.260,2.196,,,,,,,
10,3,108,216.770,1.069,,,,,,,
10,4,111,246.187,1.044,,,,,,,
5,0,1699517,4021042,2902063,377672,2772293,859385.0,12,112624.3,10987618,
5,1,220,391.118,1.579,,,,,,,
5,2,258,453.704,5.786,1,31.692,0.000,,,,
5,3,152,201.314,0.629,,,,,,,
5,4,254,349.758,0.589,,,,,,,
