RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.83,0.12,0:02.18,0,100521,0,0
90,3.99,0.36,0:02.41,247,147280,50688,44934
80,4.03,0.42,0:02.48,1309,158467,65754,53517
70,3.98,0.45,0:02.51,252,165243,70696,62590
60,3.97,0.50,0:02.51,285,168173,70791,68928
50,4.26,0.59,0:02.73,6631,224191,102866,80044
40,4.81,1.92,0:03.65,3959,1213110,599444,259129
30,4.74,3.24,0:04.32,886,1354568,692336,746132
20,4.95,2.67,0:04.17,459,1377638,706123,767003
10,5.14,2.92,0:04.40,4521,1386612,711900,781139
5,5.56,3.06,0:04.67,3749,1385276,710574,779941
