RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.11,0:03.61,0,100590,0,0
90,3.57,0.24,0:03.85,924,140663,44331,42525
80,3.58,0.30,0:03.91,4109,153601,60338,55234
70,3.53,0.37,0:03.93,4105,162883,74035,66126
60,3.56,0.39,0:03.98,5220,169798,75994,74124
50,3.64,0.71,0:04.38,31472,219197,114781,106809
40,3.92,1.83,0:05.85,15683,1105149,554807,586984
30,3.90,2.21,0:06.29,2533,1379636,708822,763805
20,3.94,2.12,0:06.26,31,1382704,709360,776529
10,3.97,2.18,0:06.31,1855,1387739,712814,778498
5,4.14,3.65,0:07.94,84231,1809310,821439,1238735
