RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.88,0.19,0:06.08,0,105103,0,0
90,5.89,0.40,0:06.30,22014,124934,45554,23851
80,6.09,0.58,0:06.68,50587,127279,70250,52478
70,6.13,0.77,0:06.91,66417,120348,74014,68707
60,6.03,0.82,0:06.86,72329,152980,92997,74690
50,6.06,0.96,0:07.03,77153,255646,148074,99033
40,6.55,1.91,0:08.49,127683,683878,378881,266357
30,6.75,3.65,0:10.45,214212,1098723,632752,688403
20,6.85,3.78,0:10.70,226409,1123463,654080,718140
10,7.83,7.48,0:15.55,657730,1994836,1201705,1395600
5,7.77,7.77,0:15.81,663037,2007480,1210032,1543101
