RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,105029,128226.3,3549.615,,,,,,,
100,1,723,1232.268,2.157,,,,,,,
100,2,285,454.270,1.455,,,,,,,
100,3,733,1240.828,2.131,,,,,,,
100,4,418,709.601,1.866,,,,,,,
90,0,141882,247823.5,44994.49,14538,110605.4,8973.209,1,15415.93,0.000,
90,1,521,926.601,1.665,,,,,,,
90,2,167,204.812,1.610,,,,,,,
90,3,327,618.923,7.521,7,65.591,76.384,,,,
90,4,806,1602.200,4.032,14,104.586,50.599,,,,
80,0,175461,516525.5,8310982,50808,351883.6,501728.0,3,76390.47,97076868,
80,1,1128,1962.963,3.208,,,,,,,
80,2,635,1075.271,2.151,,,,,,,
80,3,619,970.417,1.824,,,,,,,
80,4,454,722.655,1.596,,,,,,,
70,0,182743,616223.5,402650.9,65268,441069.5,26054.25,5,150308.6,57984477,
70,1,885,1689.717,3.224,6,61.077,113.715,,,,
70,2,969,1668.838,1.648,,,,,,,
70,3,306,432.584,1.962,,,,,,,
70,4,416,638.679,1.736,,,,,,,
60,0,211724,674120.4,3181578,72652,498819.8,32280.56,7,165901.6,119744380,
60,1,960,1917.128,2.890,4,26.952,5.478,,,,
60,2,1127,1802.221,1.399,,,,,,,
60,3,671,1097.838,3.704,11,87.542,66.760,,,,
60,4,838,1405.643,2.955,,,,,,,
50,0,319704,817165.9,707931.7,77507,568621.9,69437.80,9,186209.9,156548843,
50,1,1178,2112.281,2.468,,,,,,,
50,2,963,1736.510,3.786,,,,,,,
50,3,938,1607.888,2.035,,,,,,,
50,4,317,522.936,4.281,,,,,,,
40,0,747002,1660877,26331740,129579,1104475,555038.6,15,330760.1,63776293,
40,1,666,1328.511,5.922,13,123.002,65.031,,,,
40,2,568,1030.293,3.886,1,33.803,0.000,,,,
40,3,423,639.615,2.642,3,23.695,7.866,,,,
40,4,395,632.205,1.915,,,,,,,
30,0,1304666,3536816,13482256,285997,2542822,7017659,8,177588.1,36089753,
30,1,290,556.330,5.669,3,42.996,212.815,,,,
30,2,378,669.999,1.135,,,,,,,
30,3,5,16.910,4.446,,,,,,,
30,4,188,313.996,2.170,,,,,,,
20,0,1346966,3681876,7671881,293083,2618733,2039043,11,217109.7,150899853,
20,1,429,821.346,5.466,2,42.203,367.448,,,,
20,2,290,442.980,1.861,,,,,,,
20,3,24,48.208,7.912,,,,,,,
20,4,79,105.990,0.924,,,,,,,
10,0,2666420,8391629,2162890,992373,6739238,587339.8,15,182520.2,12608457,
10,1,234,427.683,2.884,,,,,,,
10,2,179,248.534,1.885,,,,,,,
10,3,131,263.764,11.347,6,60.534,112.858,,,,
10,4,184,259.749,0.564,,,,,,,
5,0,2666285,8129433,31913210,941096,6485695,49410.25,20,186659.6,9579380,
5,1,207,361.498,1.653,,,,,,,
5,2,320,496.566,1.560,,,,,,,
5,3,136,220.338,7.873,1,31.094,0.000,,,,
5,4,76,114.963,1.034,,,,,,,
