RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.37,0.12,0:01.06,0,100522,0,0
90,4.42,0.75,0:01.20,281,156718,58085,46079
80,4.60,0.58,0:01.23,459,165509,66384,54392
70,4.47,0.60,0:01.23,486,166181,70689,61933
60,4.68,0.91,0:01.30,5428,206818,92997,79784
50,4.94,0.89,0:01.34,2540,268879,124359,83413
40,6.66,4.51,0:02.26,10787,979411,493516,379667
30,6.62,8.08,0:02.90,4886,1330473,683652,729649
20,6.80,9.39,0:03.19,35142,1445235,731768,793472
10,6.27,12.13,0:03.61,64510,1747038,766234,947086
5,7.07,13.48,0:04.01,72001,2224104,774503,1105371
