RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99006,71449.67,2401.738,,,,,,,,,,,99006,2955.785,49.032
100,1,862,822.353,0.540,,,,,,,,,,,862,29.902,0.000
100,2,1265,1316.611,2.760,,,,,,,,,,,1265,44.321,0.000
100,3,1270,1586.533,5.525,,,,,,,,,,,1270,84.065,0.391
100,4,742,1080.015,1.432,,,,,,,,,,,742,27.844,0.000
90,0,117031,170346.1,22276.84,11207,81809.28,819.906,2,16535.21,1533362,,17812,640.669,2.937,117031,3515.160,16.124
90,1,20356,124353.3,4032.210,14285,104569.4,828.427,,,,,19320,714.545,4.679,20356,702.732,3.066
90,2,17408,138788.5,2888.775,14776,113254.8,562.960,,,,,15994,685.259,2.507,17408,751.204,3.015
90,3,887,1194.629,1.009,,,,,,,,,,,887,31.974,0.000
90,4,851,1169.267,2.301,2,17.739,4.018,,,,,7,0.300,0.001,851,31.493,0.000
80,0,116905,188593.8,1353953,13852,98529.31,620.297,4,34523.09,697531.5,,17877,641.315,9.954,116905,3488.364,458.515
80,1,22045,140327.3,13938.84,16550,118796.3,242.630,1,9472.871,0.000,,21053,748.923,14.984,22045,739.755,0.596
80,2,20326,152911.3,57719.47,15792,123257.9,53090.36,,,,,19289,857.851,27.995,20326,969.679,481.828
80,3,1240,1782.260,2.093,,,,,,,,,,,1240,44.476,0.000
80,4,833,1105.580,2.116,,,,,,,,,,,833,30.287,0.000
70,0,119670,221553.4,80773.95,18174,127979.7,240.298,5,38068.97,1517590,,20526,713.794,17.770,119670,3725.764,79.779
70,1,29706,171622.6,8964.589,20302,144676.5,761.927,,,,,26352,1174.682,18.934,29706,977.756,3.910
70,2,37606,180822.1,29076.51,19414,141474.9,1117.423,,,,,29719,1156.506,7.561,37606,1406.095,21.042
70,3,976,1270.440,1.503,3,26.442,8.737,,,,,17,4.337,0.761,976,50.153,0.203
70,4,814,1065.216,1.521,,,,,,,,,,,814,29.295,0.000
60,0,120883,236665.0,110470.4,19997,138722.6,4402.362,6,36906.56,3207167,,21192,815.259,14.199,120883,3790.569,212.637
