RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100727,0
90,154322,40279
80,159019,46195
70,186855,57893
60,187358,63515
50,229051,68300
40,1219072,186370
30,1388356,252365
20,1415312,269292
10,1417969,271564
5,1489359,292046
