RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.11,0:02.13,0,100521,-38600689,0
90,4.00,0.40,0:02.44,177,147404,-38600689,45091
80,4.00,0.47,0:02.51,772,161589,-38651840,53844
70,3.97,0.46,0:02.52,101,165207,-38719134,62570
60,3.98,0.42,0:02.50,105,167931,-38789785,68595
50,4.11,0.54,0:02.62,6021,224357,-38860573,79544
40,4.88,1.66,0:03.59,2365,1146217,-38963421,264052
30,4.61,2.54,0:04.04,527,1358438,-39532094,742804
20,4.81,2.35,0:04.06,127,1380955,-40225643,772256
10,4.79,2.43,0:04.09,132,1383375,-40933321,776573
5,5.31,2.63,0:04.50,2372,1391014,-41642863,779960
