RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.48,0.84,0:03.33,23,536537,0,175
90,2.50,2.21,0:04.75,36654,749910,0,266524
80,2.50,2.34,0:04.87,36583,749981,0,266772
70,2.42,2.52,0:04.97,36547,750025,0,267106
60,2.57,2.81,0:05.40,81862,913435,0,477568
50,2.65,3.11,0:05.78,91652,957074,0,527621
40,2.61,2.88,0:05.51,92193,956533,0,531466
30,2.69,2.82,0:05.53,92334,956392,0,531442
20,2.49,2.99,0:05.50,106612,942114,0,531488
10,2.74,2.74,0:05.50,91617,957109,0,531449
5,2.75,2.80,0:05.56,97174,951552,0,531462
