RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,1048926,2461982,742629.6,108720,1763968,6504599,,,,63489.42
100,1,578,878.894,3.204,16,114.935,5.601,,,,
100,2,277,585.957,2.130,,,,,,,
100,3,113,116.656,0.310,,,,,,,
100,4,2444,3389.931,8.027,,,,,,,
90,0,1048717,2064842,5841756,35,379.175,66.348,26,625154.5,20152842,395618.8
90,1,1102,1306.740,1.108,,,,,,,
90,2,343,577.757,1.464,,,,,,,
90,3,402,494.455,2.300,,,,,,,
90,4,2386,3236.243,14.728,,,,,,,
80,0,1048876,2093356,14194780,23,177.555,2.281,17,375503.3,83950364,407624.7
80,1,2024,2586.073,2.874,,,,,,,
80,2,392,799.436,5.393,16,123.434,10.450,,,,
80,3,1487,2089.709,2.531,,,,,,,
80,4,552,627.371,0.728,,,,,,,
70,0,1048722,2097889,72081985,14,169.094,99.923,19,404098.6,45832530,398537.2
70,1,923,1111.687,1.547,,,,,,,
70,2,665,880.437,1.295,,,,,,,
70,3,4041,4815.284,37.256,,,,,,,
70,4,1982,2402.985,1.337,,,,,,,
60,0,1049040,2095793,9385321,14,173.746,83.526,15,416997.9,172535907,390920.1
60,1,319,600.739,7.636,30,216.968,5.630,,,,
60,2,297,589.692,2.936,,,,,,,
60,3,701,936.872,2.762,,,,,,,
60,4,2654,3335.151,4.694,,,,,,,
50,0,1048851,2085391,67668287,14,173.865,118.999,22,868868.3,459402346,385257.6
50,1,926,1256.542,3.256,16,112.915,4.966,,,,
50,2,497,827.777,1.044,,,,,,,
50,3,3235,3785.388,38.989,,,,,,,
50,4,3790,4528.983,47.300,,,,,,,
40,0,1048845,2104283,29266756,14,168.954,73.251,7,212454.8,644787838,391370.9
40,1,1283,1703.526,3.306,,,,,,,
40,2,415,712.977,4.332,,,,,,,
40,3,744,1192.490,3.412,30,211.736,3.451,,,,
40,4,187,222.221,1.600,,,,,,,
30,0,1048734,2110352,3652386,14,117.984,13.834,9,242695.4,67292436,381571.0
30,1,734,936.948,1.508,,,,,,,
30,2,1083,1437.385,2.182,,,,,,,
30,3,2547,3643.818,7.371,24,167.554,0.723,,,,
30,4,2028,2759.760,3.272,16,115.964,4.082,,,,
20,0,1048992,2107784,3645616,14,126.129,22.433,7,175720.3,40768178,379358.8
20,1,1821,2328.620,2.628,,,,,,,
20,2,723,1171.711,3.249,16,114.121,2.161,,,,
20,3,2103,2888.610,83.187,,,,,,,
20,4,1635,2189.392,3.590,,,,,,,
10,0,1048813,2115682,6735009,15,186.535,78.360,3,69075.64,10258332,379678.8
10,1,1032,1158.795,2.581,,,,,,,
10,2,480,852.552,4.517,,,,,,,
10,3,1098,1412.198,3.214,,,,,,,
10,4,4349,5379.049,90.351,,,,,,,
5,0,1048895,2112923,6189692,23,243.418,56.722,,,,377108.5
5,1,1577,1898.648,1.814,,,,,,,
5,2,566,880.269,1.961,,,,,,,
5,3,1436,1823.932,2.591,,,,,,,
5,4,672,904.392,1.847,,,,,,,
