RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,2.89,0:05.09,108692,940093,558104,123054
90,2.30,2.55,0:05.23,35,1048757,565503,555334
80,2.36,2.28,0:05.03,14,1048780,565616,562035
70,2.35,2.33,0:05.07,14,1048783,565619,562247
60,2.39,2.29,0:05.09,14,1048788,565616,562392
50,2.41,2.70,0:05.51,14,1048791,565624,562704
40,2.40,2.12,0:04.92,14,1048796,565626,562578
30,2.46,2.12,0:04.99,14,1048795,565617,562725
20,2.60,1.87,0:04.89,14,1048797,565626,562824
10,2.66,1.75,0:04.82,15,1048799,565621,562949
5,2.59,1.76,0:04.76,14,1048801,565621,562988
