RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.65,0.87,0:03.53,147,599648,76211,1600
90,2.70,1.73,0:04.45,33213,753353,386547,266620
80,2.52,1.90,0:04.44,33277,753296,451210,267054
70,2.41,2.08,0:04.51,33448,753124,491059,267338
60,2.53,2.56,0:05.10,73009,922260,534083,477732
50,2.58,2.61,0:05.20,82017,966709,534576,528309
40,2.60,2.54,0:05.15,83560,965169,534607,531545
30,2.49,2.60,0:05.10,81802,966924,534593,531536
20,2.54,2.69,0:05.24,83230,965501,534602,531541
10,2.80,2.32,0:05.13,82141,966588,534611,531542
5,2.73,2.15,0:04.90,83628,965097,534606,531543
