RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.77,0.99,0:03.77,30,536749,0,179
90,2.89,3.42,0:06.32,128828,920092,0,531174
80,2.91,3.50,0:06.42,130781,918142,0,531405
70,2.78,3.65,0:06.43,130625,918301,0,531427
60,2.91,3.44,0:06.36,129671,919258,0,531474
50,2.81,3.53,0:06.35,130808,918124,0,531454
40,2.92,3.18,0:06.12,129690,919245,0,531445
30,3.02,3.07,0:06.10,129779,919160,0,531448
20,2.83,3.21,0:06.04,129129,919813,0,531454
10,2.86,3.19,0:06.05,129410,919533,0,531434
5,3.01,2.98,0:06.00,130132,918818,0,531483
