RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.54,2.44,0:05.70,37378,749188,567402,524645
90,2.45,2.65,0:05.87,38206,748360,686345,537070
80,2.56,2.74,0:06.07,38575,747991,806446,566521
70,2.53,2.87,0:06.18,38541,748032,918275,568184
60,2.58,4.59,0:08.04,83848,916062,1129152,1007925
50,2.76,4.79,0:08.38,95358,953372,1130883,1109845
40,2.69,4.92,0:08.39,96869,951860,1131165,1126003
30,2.59,6.67,0:09.29,524309,524423,1131169,1126368
20,2.75,4.82,0:08.21,96829,951900,1131173,1126330
10,2.86,4.71,0:08.15,97851,950878,1131170,1126391
5,2.73,6.12,0:08.87,524308,524422,1131172,1126444
