RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,101295,118002.5,1208.727,3,82.801,374.959,,,,,13,77.303,207.959,101295,3069.295,3.484,,,
100,1,1001,1995.413,7.372,1,31.633,0.000,,,,,10,50.472,250.442,1001,41.031,0.001,,,
100,2,642,1112.521,2.122,,,,,,,,,,,642,25.375,0.001,,,
100,3,682,1167.693,2.358,,,,,,,,,,,682,26.810,0.001,,,
100,4,666,1093.870,1.186,,,,,,,,,,,666,25.787,0.000,,,
90,0,154281,405915.2,49953.20,41088,244886.8,36653.07,1,12938.83,0.000,,53180,1927.266,83.428,154281,4831.482,21.127,,,
90,1,1069,1944.004,2.515,,,,,,,,,,,1069,41.614,0.001,,,
90,2,1035,1783.592,2.556,,,,,,,,,,,1035,41.693,0.000,,,
90,3,747,1314.032,2.327,,,,,,,,,,,747,28.647,0.000,,,
90,4,624,1052.217,3.163,,,,,,,,,,,624,23.577,0.000,,,
80,0,162498,458268.8,54013.85,48431,285613.3,28676.99,3,48511.49,7677328,,61282,2195.428,113.090,162498,5359.439,35.492,,,
80,1,1122,2140.416,4.469,8,78.191,112.119,,,,,9,0.311,0.000,1122,44.090,0.001,,,
80,2,856,1385.287,1.615,,,,,,,,,,,856,33.055,0.000,,,
80,3,876,1382.059,1.563,,,,,,,,,,,876,34.174,0.000,,,
80,4,513,828.332,1.734,,,,,,,,,,,513,19.135,0.000,,,
70,0,170937,511191.6,420814.5,57580,334348.7,4030.714,4,59901.92,20147656,,67667,2521.243,920.673,170937,5557.595,347.800,,,
70,1,1823,3313.337,2.823,2,40.318,413.281,,,,,3,0.108,0.001,1823,67.857,0.000,,,
70,2,1127,1878.412,2.841,,,,,,,,,,,1127,43.472,0.000,,,
70,3,991,1809.274,3.525,,,,,,,,,,,991,38.449,0.000,,,
70,4,468,800.003,3.518,,,,,,,,,,,468,19.082,0.000,,,
60,0,205655,582009.9,321640.5,64565,381428.9,9435.293,4,44158.96,6454325,,86867,3099.706,156.623,205655,6758.986,140.788,,,
60,1,1095,2020.788,3.260,,,,,,,,,,,1095,41.502,0.000,,,
60,2,1117,1945.201,2.560,,,,,,,,,,,1117,42.382,0.000,,,
60,3,668,1145.080,3.722,2,35.929,242.374,,,,,9,0.363,0.000,668,25.327,0.000,,,
60,4,966,1617.609,1.592,,,,,,,,,,,966,36.365,0.000,,,
50,0,301474,681833.2,1681152,70939,423668.3,11456.98,3,27405.69,1317993,,135335,5840.874,3339.187,301474,9734.717,1518.254,,,
50,1,787,1425.916,1.946,,,,,,,,,,,787,29.447,0.000,,,
50,2,1144,1971.587,1.994,,,,,,,,,,,1144,45.128,0.001,,,
50,3,1063,1911.656,3.626,,,,,,,,,,,1063,40.250,0.000,,,
50,4,682,1178.487,2.160,,,,,,,,,,,682,25.546,0.000,,,
40,0,1057761,2048612,8639054,185678,1211702,687057.2,5,43974.16,28656553,,544356,33501.85,285063.4,1057761,35282.74,8441.243,,,
40,1,523,972.728,3.048,,,,,,,,,,,523,19.533,0.000,,,
40,2,482,818.477,3.091,,,,,,,,,,,482,19.442,0.000,,,
40,3,336,610.191,2.913,,,,,,,,,,,336,14.274,0.000,,,
40,4,476,790.169,1.469,,,,,,,,,,,476,18.165,0.000,,,
30,0,1105217,2233567,5547118,210756,1354361,94024.07,4,47022.05,35387551,,582099,35926.64,628792.3,1105217,36430.97,5787.719,,,
30,1,911,1502.415,1.343,,,,,,,,,,,911,34.817,0.000,,,
30,2,406,673.987,2.405,,,,,,,,,,,406,16.345,0.000,,,
30,3,634,1029.679,2.050,,,,,,,,,,,634,25.142,0.000,,,
30,4,118,182.690,6.574,,,,,,,,,,,118,4.793,0.000,,,
20,0,1106157,2261448,5909740,212692,1372744,114475.4,3,31042.83,12232135,,582119,34551.20,30767.37,1106157,36724.58,5242.902,,,
20,1,196,377.199,3.838,,,,,,,,,,,196,7.451,0.000,,,
20,2,86,145.797,2.525,,,,,,,,,,,86,3.379,0.000,,,
20,3,,,,,,,,,,,,,,,,,,,
20,4,115,206.742,12.533,2,39.116,409.151,,,,,3,0.098,0.000,115,4.580,0.000,,,
10,0,1242267,2633701,601111.2,226108,1608980,652712.2,4,32611.98,1848436,,698057,55300.05,126293.7,1242267,42007.87,13481.64,,,
10,1,87,183.803,4.027,,,,,,,,,,,87,3.257,0.000,,,
10,2,18,35.960,5.978,,,,,,,,,,,18,0.909,0.001,,,
10,3,124,239.865,3.855,,,,,,,,,,,124,4.586,0.000,,,
10,4,181,261.088,0.354,,,,,,,,,,,181,7.135,0.000,,,
5,0,1702302,4126224,4586203,291126,2725385,3395428,6,36282.98,438751.0,,1136584,92273.43,181193.2,1702302,57433.87,7211.614,,,
5,1,336,622.558,3.562,,,,,,,,,,,336,12.924,0.000,,,
5,2,142,256.647,1.384,,,,,,,,,,,142,5.657,0.000,,,
5,3,136,255.957,9.566,3,43.640,202.545,,,,,9,0.437,0.000,136,6.247,0.000,,,
5,4,164,269.049,0.626,,,,,,,,,,,164,6.575,0.000,,,
