RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.53,0.16,0:06.70,3,101183,1166,66
90,6.57,0.51,0:07.09,41088,113267,61931,41968
80,6.65,0.55,0:07.22,48431,114019,66725,49419
70,6.92,0.66,0:07.59,57580,113409,69018,59366
60,7.00,0.73,0:07.73,64565,141164,84758,65993
50,6.82,0.79,0:07.62,70939,230609,133246,88363
40,8.00,2.21,0:10.23,185678,872038,499762,527210
30,7.96,2.51,0:10.49,210756,894465,535882,580537
20,7.66,2.59,0:10.26,212692,893467,536393,586759
10,7.84,3.02,0:10.89,226107,1016181,564474,673048
5,8.45,4.37,0:12.86,291122,1411117,627161,1111647
