RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.54,0.09,0:03.64,0,100590,0,0
90,3.56,0.25,0:03.84,1002,140778,44523,42504
80,3.55,0.32,0:03.91,4212,153605,60523,55357
70,3.58,0.32,0:03.93,4198,162904,74064,66100
60,3.62,0.34,0:04.00,6042,171672,77430,75123
50,3.62,0.62,0:04.27,27208,204133,104252,101790
40,3.89,1.84,0:05.83,15305,1106099,555086,586253
30,3.87,2.23,0:06.28,2485,1379984,708982,763995
20,4.06,2.02,0:06.28,32,1382707,709366,776525
10,4.05,2.14,0:06.34,3111,1389751,714381,779869
5,3.99,3.81,0:07.95,83478,1809124,821460,1236848
