RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100905,0
90,149580,1011
80,166702,4077
70,175069,4133
60,188866,7063
50,255608,32662
40,1141818,16630
30,1431429,2701
20,1435759,92
10,1440598,2959
5,1942676,82217
