RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.50,0.13,0:03.64,0,100590,0,0
90,3.58,0.23,0:03.84,960,140785,44488,42326
80,3.59,0.27,0:03.90,4022,153407,60184,55096
70,3.53,0.37,0:03.93,4073,162837,73859,66095
60,3.63,0.33,0:04.00,7002,172624,78357,75972
50,3.68,0.61,0:04.33,32603,213889,112589,107979
40,3.92,1.82,0:05.85,16570,1100101,552606,584898
30,3.93,2.19,0:06.30,2644,1379740,708960,763795
20,3.99,2.08,0:06.27,31,1382708,709366,776523
10,4.07,2.12,0:06.34,2901,1389045,713912,779628
5,4.16,3.61,0:07.92,82163,1811158,821567,1238178
