RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.11,0:03.78,0,104760,0,0
90,3.68,0.20,0:03.89,5050,121377,26351,16789
80,3.63,0.33,0:03.96,4034,156864,62834,54638
70,3.67,0.37,0:04.04,4761,172448,74480,72527
60,3.72,0.35,0:04.08,3707,177724,75157,78335
50,3.82,0.42,0:04.25,15082,194723,90405,90993
40,3.96,1.27,0:05.25,66490,425691,235532,225347
30,4.26,2.01,0:06.29,18818,1270499,650563,671615
20,4.34,2.16,0:06.52,33135,1295962,682556,742876
10,4.77,3.91,0:08.73,37631,2626333,1281380,1543317
5,4.67,4.01,0:08.72,36710,2629039,1282843,1613577
