RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105076,0
90,126803,5102
80,161298,4094
70,177666,4817
60,182174,3768
50,210459,15137
40,493982,66549
30,1290812,18874
20,1330522,33193
10,2670947,37680
5,2671078,36770
