RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.11,0:01.59,0,100476,0,0
90,4.07,0.74,0:01.87,37097,105076,51198,40108
80,4.11,0.93,0:01.96,52728,106405,72087,57030
70,4.19,0.97,0:02.02,62201,109650,77380,67284
60,4.13,0.96,0:02.00,65274,105294,73505,71762
50,4.83,1.18,0:02.32,92053,158779,114580,108750
40,5.50,4.12,0:03.71,176414,815980,500808,445215
30,5.38,6.47,0:04.69,260864,1055523,672982,741640
20,5.16,6.85,0:04.84,278154,1093079,705035,790485
10,4.92,7.00,0:04.90,284689,1098035,709726,798942
5,5.64,7.52,0:05.42,299542,1121171,725115,810515
