RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.29,9.68,0:12.03,464351,584430,1693368,1487749
90,2.55,3.99,0:10.06,12,988499,1696752,1680507
80,2.72,3.67,0:09.91,14,993652,1696813,1684180
70,2.73,3.79,0:10.03,14,995562,1696815,1684872
60,2.63,4.21,0:10.18,15,993910,1709414,1685778
50,2.61,4.45,0:10.43,16,994234,1949491,1686009
40,2.81,4.50,0:10.61,15,995278,1983349,1682898
30,2.79,4.71,0:10.75,13,995544,2268227,1667413
20,2.74,5.20,0:11.34,13,989534,2777501,1651429
10,2.73,5.65,0:11.74,16,985568,3157601,1656010
5,2.81,5.66,0:11.93,15,986532,3217135,1637447
