RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.90,0.09,0:03.99,0,104760,0,0
90,3.82,0.34,0:04.16,14319,112325,26788,16708
80,3.82,0.68,0:04.50,51581,116036,77832,57068
70,3.74,0.79,0:04.54,67519,114646,77400,75047
60,3.67,0.85,0:04.53,75263,118521,81757,82516
50,3.83,0.94,0:04.78,89252,156967,109889,105313
40,4.10,1.94,0:06.23,128653,557388,342496,317280
30,4.43,3.51,0:08.38,221041,1073433,656175,712120
20,4.35,3.89,0:08.74,231732,1112045,689068,761902
10,4.73,7.71,0:13.91,460800,2146331,1267078,1499785
5,4.68,7.89,0:13.99,454258,2211374,1283054,1632311
