RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.54,2.04,0:04.59,44434,542632,306400,195436
90,3.00,4.47,0:13.04,11,1002825,3021373,2824286
80,2.91,5.24,0:14.70,15,1009472,2885840,2856527
70,2.74,5.90,0:15.33,15,1011850,3255416,2805423
60,2.64,6.52,0:15.95,15,1009367,3804485,2812561
50,2.65,7.11,0:16.58,16,1009901,4268719,2797450
40,2.71,8.13,0:17.65,15,1008520,4564697,2822678
30,2.75,8.47,0:18.01,15,1005353,4851347,2828602
20,2.75,9.05,0:18.60,19,1007287,5104009,2804009
10,2.69,10.04,0:19.45,15,1004496,5383304,2834257
5,2.66,8.30,0:16.19,15,1002000,4392893,2270025
