RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.77,0.99,0:07.78,87,678054,2663,1666
90,6.98,1.06,0:08.07,1871,687527,98053,39139
80,6.98,1.07,0:08.09,1776,687625,211791,40964
70,7.15,1.42,0:08.59,6596,693520,413311,77896
60,7.04,2.64,0:09.73,35017,713802,709912,249614
50,7.24,3.64,0:11.18,78125,763109,1033132,526696
40,7.30,4.64,0:12.19,94233,883307,1324822,933237
30,7.31,6.43,0:14.31,168371,994850,1662627,1516350
20,7.34,7.34,0:15.55,185565,1044611,1943696,1820654
10,7.56,8.05,0:16.67,205379,1164117,2139601,2308228
5,8.14,8.47,0:17.62,199834,1299488,2444622,2496363
