RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,1048879,1120763,748738.2,20619,155738.9,663.901,,,,71916.25,524308,21189.48,809.513,1048879,176179.9,45789.57
100,1,3594,4285.577,2933.081,,,,,,,,,,,3594,192.040,103.993
100,2,1167,2398.572,5.178,26,187.428,10.468,,,,,26,0.987,0.000,1167,65.935,0.221
100,3,1557,2321.637,2.583,16,112.771,7.001,,,,,16,0.547,0.000,1557,71.389,0.170
100,4,2238,2969.321,15.095,,,,,,,,,,,2238,79.050,0.001
90,0,1048795,1281234,1894907,66,469.717,8.645,39,243546.7,1603748,395236.3,524315,17821.50,1201.003,1048795,491588.8,1534401
90,1,878,1297.508,5.192,,,,,,,,,,,878,66.694,0.641
90,2,662,838.285,1.503,,,,,,,,,,,662,23.827,0.000
90,3,892,1145.783,3.096,,,,,,,,,,,892,31.076,0.000
90,4,410,527.703,1.598,,,,,,,,,,,410,14.221,0.000
80,0,1048797,1315213,2554490,14,92.290,1.516,44,226023.5,1279519,411230.5,524318,17645.46,1877.681,1048797,508493.3,2112352
80,1,1881,2401.624,2.145,,,,,,,,,,,1881,69.734,0.000
80,2,1348,3148.084,11.471,,,,,,,,,,,1348,107.759,0.414
80,3,1049,1600.570,2.687,38,254.084,6.313,,,,,38,1.246,0.000,1049,40.566,0.000
80,4,697,963.971,1.659,2,15.119,5.142,,,,,2,0.082,0.000,697,28.405,0.000
70,0,1048929,1350211,12876872,14,116.122,15.730,23,112816.6,396003.1,421112.1,524318,17977.71,863.987,1048929,520196.4,11403873
70,1,444,610.263,0.926,,,,,,,,,,,444,17.834,0.000
70,2,415,559.093,2.782,,,,,,,,,,,415,15.873,0.000
70,3,1678,2531.223,2.963,16,108.881,4.384,,,,,16,0.676,0.000,1678,76.195,0.145
70,4,1695,2282.987,1.767,,,,,,,,,,,1695,59.250,0.000
60,0,1048804,1378590,22317293,14,107.056,14.997,11,49984.73,427940.4,427801.2,524324,17925.83,551.659,1048804,527283.2,18962387
60,1,1284,1496.833,1.092,,,,,,,,,,,1284,49.652,0.000
60,2,482,1155.220,14.598,,,,,,,,,,,482,24.894,0.033
60,3,282,407.521,3.374,,,,,,,,,,,282,10.285,0.000
60,4,150,213.498,2.352,,,,,,,,,,,150,6.067,0.000
50,0,1048728,1301006,1052270,14,111.622,15.945,22,159887.0,1441105,394275.5,524325,17044.02,264.731,1048728,491427.4,829819.5
50,1,1415,1816.370,2.344,,,,,,,,,,,1415,51.486,0.000
50,2,616,1859.705,20.160,,,,,,,,,,,616,53.440,0.781
50,3,600,803.046,1.676,,,,,,,,,,,600,21.674,0.000
50,4,868,1158.586,1.120,,,,,,,,,,,868,33.060,0.000
40,0,1048814,1320960,1199250,14,92.609,1.735,17,93933.30,1519588,397242.6,524332,17064.59,435.012,1048814,495821.2,882348.2
40,1,1490,2112.948,3.137,,,,,,,,,,,1490,69.886,0.167
40,2,871,2098.919,9.457,,,,,,,,,,,871,48.463,0.017
40,3,536,794.381,3.040,,,,,,,,,,,536,20.029,0.000
40,4,545,599.834,2.402,,,,,,,,,,,545,21.974,0.000
30,0,1048861,1323181,1175099,14,110.121,16.540,8,37322.09,989853.1,400260.6,524332,16821.84,293.173,1048861,498165.2,960008.4
30,1,2313,3170.035,8.547,,,,,,,,,,,2313,99.664,0.472
30,2,1400,2906.548,5.334,33,215.310,3.215,,,,,33,1.156,0.000,1400,62.376,0.007
30,3,1517,2103.343,1.957,,,,,,,,,,,1517,56.698,0.000
30,4,1206,1541.396,1.449,,,,,,,,,,,1206,44.095,0.000
20,0,1048998,1345113,1337857,14,108.894,16.677,3,15161.15,191081.4,399839.9,524333,17057.26,405.190,1048998,498145.2,1061478
20,1,1384,1780.883,1.027,,,,,,,,,,,1384,49.440,0.000
20,2,1564,2919.770,4.864,,,,,,,,,,,1564,68.089,0.008
20,3,2040,2830.773,2.557,,,,,,,,,,,2040,74.611,0.000
20,4,736,1021.339,3.102,,,,,,,,,,,736,56.980,0.606
10,0,1048868,1345299,3107793,14,94.979,2.054,,,,397181.5,524336,16989.35,896.582,1048868,496790.3,2430793
10,1,2078,2884.662,362.328,,,,,,,,,,,2078,91.333,27.965
10,2,1588,3324.375,10.850,,,,,,,,,,,1588,84.906,0.184
10,3,1683,2300.721,1.848,,,,,,,,,,,1683,60.389,0.000
10,4,1463,1904.539,2.022,,,,,,,,,,,1463,53.357,0.000
5,0,1048741,1335739,3086090,14,114.940,19.844,,,,392288.7,524337,16578.00,413.386,1048741,490280.5,2267881
5,1,2021,2944.223,3.309,30,227.862,15.878,,,,,30,1.015,0.000,2021,87.243,0.110
5,2,1414,2521.378,4.974,,,,,,,,,,,1414,56.177,0.005
5,3,1017,1392.739,2.392,,,,,,,,,,,1017,36.353,0.000
5,4,971,1319.283,1.749,,,,,,,,,,,971,37.541,0.000
