RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.83,0.18,0:03.76,0,101094,0,0
90,7.36,0.33,0:04.12,276,103115,51500,40663
80,6.96,0.41,0:03.97,1788,102656,61957,48747
70,7.60,0.39,0:04.31,461,102510,66867,58298
60,7.14,0.43,0:04.09,478,112187,74487,67151
50,7.89,0.85,0:04.66,26603,232088,147692,96481
40,7.67,1.68,0:04.98,25131,500781,478564,420340
30,7.83,1.73,0:05.11,1488,528362,525970,562435
20,9.38,3.58,0:06.96,294268,534754,534584,577003
10,8.33,1.94,0:05.49,1694,535327,537182,586457
5,10.05,3.60,0:07.32,298437,553282,555362,602184
