RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.84,0.99,0:07.85,97,678154,2664,1713
90,6.96,1.10,0:08.09,1874,687524,98054,39198
80,6.98,1.18,0:08.19,1706,687695,211794,41093
70,7.03,1.58,0:08.63,5311,692954,413312,77960
60,7.04,2.68,0:09.76,34280,712255,709913,249683
50,7.09,4.08,0:11.28,75392,764233,1033134,526817
40,7.38,4.91,0:12.49,95529,886487,1325277,960225
30,7.38,6.72,0:14.56,167424,1000018,1681880,1540964
20,7.38,7.67,0:15.80,193196,1038251,1966368,1843491
10,8.00,8.07,0:16.99,207659,1163523,2143461,2353705
5,8.89,8.38,0:18.14,200202,1287848,2469305,2572822
