RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.89,0.18,0:03.79,0,101094,0,0
90,7.27,0.46,0:04.14,74,150631,0,41461
80,7.18,0.46,0:04.11,368,161766,0,49155
70,6.86,0.58,0:04.02,296,174487,0,58671
60,7.38,0.53,0:04.25,333,180990,0,65808
50,7.30,0.59,0:04.24,5263,247219,0,74697
40,8.35,1.80,0:05.39,2915,985533,0,421214
30,8.17,2.03,0:05.42,166,1083684,0,560346
20,8.53,2.04,0:05.62,139,1103546,0,581783
10,8.43,2.53,0:05.82,105,1103953,0,584735
5,9.48,2.43,0:06.35,1127,1118104,0,587616
