RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.34,1.62,0:04.46,32021,754545,283410,250130
90,2.44,1.60,0:04.55,32110,754456,344498,252607
80,2.38,1.76,0:04.61,32774,753795,411856,283463
70,2.62,1.61,0:04.72,32778,753795,465095,284251
60,2.51,2.48,0:05.48,59935,941067,564563,503219
50,2.70,2.58,0:05.70,74432,974298,565286,545811
40,2.84,2.32,0:05.49,66782,981946,565522,559533
30,2.77,2.42,0:05.48,71508,977221,565587,563140
20,2.80,2.38,0:05.42,70506,978223,565579,563117
10,2.86,2.31,0:05.34,67882,980851,565580,563105
5,2.81,4.82,0:07.64,524309,524421,565578,563103
