RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100873,75274.60,4981.263,,,,,,,6274.518,,,
100,1,3186,3421.780,44.673,,,,,,,,,,
100,2,584,752.419,1.211,,,,,,,,,,
100,3,1758,2244.478,1.899,,,,,,,,,,
100,4,1515,1860.206,1.639,,,,,,,,,,
90,0,141685,199320.2,140898.7,928,10694.95,270.669,1,15334.56,0.000,33850.49,49145,47515.55,64603.97
90,1,1403,1746.541,2.355,,,,,,,,,,
90,2,233,444.516,4.933,,,,,,,,,,
90,3,1240,1413.657,2.356,,,,,,,,,,
90,4,1193,1489.125,1.351,,,,,,,,,,
80,0,157660,248611.1,518569.1,3997,40499.62,806.597,2,43623.33,57969108,41448.71,61734,47368.29,78359.59
80,1,1085,1280.529,1.028,,,,,,,,,,
80,2,726,1012.858,1.100,,,,,,,,,,
80,3,3325,3645.754,36.696,,,,,,,,,,
80,4,1430,1898.292,1.634,,,,,,,,,,
70,0,167488,271692.0,554708.3,4793,44914.86,2102.019,4,65710.23,2792743,48434.98,72265,49311.15,33253.76
70,1,778,918.098,1.045,,,,,,,,,,
70,2,593,837.328,2.176,,,,,,,,,,
70,3,3401,3920.539,18.487,,,,,,,,,,
70,4,1762,2266.489,2.528,8,60.508,3.051,,,,,8,0.327,0.000
60,0,178724,293312.3,2402640,6545,52212.22,329.984,4,69773.15,7735549,53658.14,80657,47209.75,54480.89
60,1,1749,2345.914,2.617,,,,,,,,,,
60,2,202,410.021,2.250,,,,,,,,,,
60,3,1397,1997.662,3.321,16,119.541,4.342,,,,,16,0.812,0.000
60,4,682,891.404,2.583,,,,,,,,,,
50,0,230873,515531.5,1284728,27077,240187.4,12391.76,5,70078.19,8200583,58888.69,108381,46461.28,64093.40
50,1,1636,2004.922,2.168,,,,,,,,,,
50,2,678,1053.144,2.423,,,,,,,,,,
50,3,1563,2164.259,1.496,,,,,,,,,,
50,4,3845,4072.391,49.699,,,,,,,,,,
40,0,1112025,1588269,26978437,17610,208120.0,96057.79,4,74485.32,3457379,413236.5,594788,163187.7,336595378
40,1,2835,3712.283,4.349,,,,,,,,,,
40,2,506,818.543,1.184,,,,,,,,,,
40,3,3274,4424.182,8.875,,,,,,,,,,
40,4,2052,2649.209,2.383,,,,,,,,,,
30,0,1382289,1932683,3654664,2859,82482.53,1960.903,4,64684.41,17188284,557028.7,774981,293805.7,1563565
30,1,1069,1421.252,1.804,16,116.981,3.347,,,,,16,0.624,0.000
30,2,224,512.477,0.200,,,,,,,,,,
30,3,5750,6427.817,81.388,,,,,,,,,,
30,4,3255,4777.911,16.868,,,,,,,,,,
20,0,1382664,1874727,616589.6,32,1700.937,6496.483,4,66761.68,4993395,562353.7,779065,310549.9,2460020
20,1,2513,3380.127,71.748,,,,,,,,,,
20,2,598,986.685,2.344,,,,,,,,,,
20,3,3384,4597.739,7.810,,,,,,,,,,
20,4,1331,1788.399,2.135,16,117.437,4.269,,,,,16,0.580,0.000
10,0,1389918,1850797,473874.6,1904,25595.43,504.698,7,71273.38,5875937,559879.9,778689,264528.6,5374993
10,1,2379,2809.725,4.771,,,,,,,,,,
10,2,521,864.768,1.012,,,,,,,,,,
10,3,2696,3602.522,4.606,9,67.725,1.775,,,,,9,0.334,0.000
10,4,892,1201.875,2.682,,,,,,,,,,
5,0,1893072,3164560,3264862,83394,791650.8,689795.7,28,66912.85,409548.5,789497.4,1217966,265900.9,4822383
5,1,1387,1717.480,2.084,,,,,,,,,,
5,2,503,909.244,1.456,,,,,,,,,,
5,3,287,391.335,2.935,,,,,,,,,,
5,4,3460,4891.448,12.583,40,320.277,11.279,,,,,40,1.824,0.000
