RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.00,0.14,0:04.15,0,100590,0,0
90,4.30,0.36,0:04.69,1084,106697,133830,128193
80,4.36,0.48,0:04.89,3963,113000,179626,164028
70,4.39,0.64,0:05.09,4233,113580,224881,200269
60,4.44,0.69,0:05.18,5923,118272,238510,228395
50,4.59,1.13,0:05.78,32886,153074,335641,324584
40,6.28,2.83,0:09.35,15436,561316,1808072,1736244
30,6.64,3.09,0:10.43,1427,784054,2352290,2564340
20,6.73,3.01,0:10.43,277,794257,2336323,2550302
10,6.70,3.37,0:10.65,9019,785946,2122327,2597882
5,5.79,4.86,0:10.88,76069,830868,1504341,2399593
