RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.10,0:02.13,0,100521,-20770300,0
90,3.94,0.43,0:02.43,202,147458,-20770300,45215
80,4.00,0.45,0:02.51,654,164396,-20821563,53432
70,4.00,0.44,0:02.53,96,165606,-20889026,62704
60,3.99,0.45,0:02.52,91,168105,-20959725,68570
50,4.21,0.51,0:02.68,4119,206182,-21030517,77346
40,4.83,1.69,0:03.58,1680,1128367,-21122690,272067
30,4.72,2.57,0:04.14,788,1369907,-21682311,744280
20,4.64,2.62,0:04.16,196,1382544,-22382633,774620
10,4.73,2.64,0:04.22,2661,1384911,-23091855,779118
5,5.45,2.63,0:04.62,2573,1394184,-23802573,780467
