RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.83,0.14,0:03.98,0,104760,0,0
90,3.84,0.56,0:04.40,21547,119586,39610,25088
80,3.73,1.04,0:04.78,47810,123232,74126,53311
70,3.71,1.24,0:04.95,61820,119870,75143,69067
60,3.64,1.43,0:05.09,73666,123272,83422,81558
50,3.73,1.63,0:05.37,81269,200851,128972,94991
40,4.04,2.90,0:07.03,124673,645698,381433,255940
30,4.30,5.15,0:09.79,219959,1086586,666193,722006
20,4.31,5.38,0:10.03,229001,1109834,687931,754797
10,4.49,10.58,0:15.94,451691,2161619,1264980,1318243
5,4.46,10.89,0:16.51,454848,2210108,1282648,1630381
