RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1048844,5073940,5830425,436723,4217824,2619169,,,,88806.40,524306,18077.51,3709.237,1048844,179793.7,76388.31,26041.54,147823.9,250.209
100,1,4841,6290.996,20.692,9,85.747,31.854,,,,,9,0.350,0.000,4841,191.633,0.690,,5.843,
100,2,720,1316.506,3.433,,,,,,,,,,,720,44.169,0.001,,,
100,3,4720,6832.861,72.178,,,,,,,,,,,4720,219.999,1.672,,,
100,4,2007,2743.959,2.012,,,,,,,,,,,2007,75.852,0.000,,,
90,0,926950,2509463,6889198,34,1267.359,1228.972,,,,559308.7,603405,1109746,3440145,926950,643746.8,4134557,502650.8,181059.6,858.497
90,1,1697,2275.613,2.620,,,,,,,,,,,1697,61.337,0.000,,,
90,2,566,966.406,4.119,,,,,,,,,,,566,31.069,0.001,,,
90,3,2366,3609.993,8.820,,,,,,,,,,,2366,104.173,0.001,,,
90,4,1822,2458.866,2.435,,,,,,,,,,,1822,63.934,0.000,,,
80,0,952510,2533654,6881801,14,164.731,86.095,,,,563820.7,657170,1099422,3089858,952510,650265.7,5791782,503764.2,183451.3,678.236
80,1,1141,1281.489,1.516,,,,,,,,,,,1141,41.496,0.000,,,
80,2,770,1182.921,1.171,,,,,,,,,,,770,41.918,0.001,,,
80,3,4427,5873.902,72.173,,,,,,,,,,,4427,298.734,2.873,,,
80,4,1863,2556.137,1.717,,,,,,,,,,,1863,66.771,0.000,,,
70,0,952202,2485517,1506269,14,102.675,2.126,,,,565940.9,645960,1051901,3472543,952202,653641.9,1728028,494912.5,180117.1,806.770
70,1,2123,2993.368,58.395,16,120.928,6.019,,,,,16,0.516,0.000,2123,90.902,2.533,,8.289,
70,2,590,1107.640,4.162,,,,,,,,,,,590,34.117,0.001,,,
70,3,2840,4362.298,4.602,,,,,,,,,,,2840,131.545,0.000,,,
70,4,1314,1625.424,1.648,,,,,,,,,,,1314,45.720,0.000,,,
60,0,947425,2422904,512719.7,15,147.401,80.254,,,,555155.7,648055,1004579,2360160,947425,641710.2,1458318,498917.4,181509.1,786.062
60,1,942,1175.635,1.492,,,,,,,,,,,942,33.932,0.000,,,
60,2,422,691.332,0.559,,,,,,,,,,,422,27.773,0.002,,,
60,3,194,232.282,1.463,,,,,,,,,,,194,6.392,0.000,,,
60,4,2615,3704.310,8.079,,,,,,,,,,,2615,129.358,1.291,,,
50,0,947568,2381315,4219884,15,191.603,74.539,,,,550222.1,651293,963862.8,3649878,947568,636425.3,976979.0,492317.4,179622.9,742.819
50,1,1431,1719.926,1.570,,,,,,,,,,,1431,54.665,0.000,,,
50,2,454,886.645,1.290,,,,,,,,,,,454,34.158,0.001,,,
50,3,4002,5674.306,48.788,,,,,,,,,,,4002,247.961,1.272,,,
50,4,1591,2426.642,2.812,16,121.988,6.627,,,,,16,0.522,0.000,1591,58.629,0.000,,9.546,
40,0,945587,2328892,4093648,14,124.297,19.207,,,,555700.4,650703,899249.1,2202790,945587,643408.3,1011295,488791.7,178991.3,753.844
40,1,1728,2439.325,3.351,8,62.142,2.621,,,,,8,0.441,0.000,1728,62.251,0.000,,5.776,
40,2,464,841.154,4.510,,,,,,,,,,,464,28.416,0.001,,,
40,3,2503,4237.401,8.930,32,277.437,23.980,,,,,32,1.015,0.000,2503,121.914,0.001,,13.036,
40,4,1215,1435.413,2.059,,,,,,,,,,,1215,44.003,0.000,,,
30,0,943406,2279938,4837778,14,115.210,15.891,,,,556391.6,652719,856497.0,2444245,943406,643595.0,1113594,485522.3,176363.4,819.830
30,1,1661,2014.859,0.651,,,,,,,,,,,1661,58.214,0.000,,,
