RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.11,0:01.58,0,100476,0,0
90,4.12,0.82,0:01.91,41906,107335,62874,45450
80,4.06,0.84,0:01.94,48933,113578,71906,53407
70,4.02,0.97,0:02.02,58834,120058,77571,63846
60,4.04,0.96,0:02.01,63943,109007,73469,69121
50,4.30,1.12,0:02.15,72821,173884,111591,84571
40,5.35,4.02,0:03.52,159505,971718,568391,346375
30,5.60,5.95,0:04.49,250870,1078699,679546,749829
20,5.04,6.46,0:04.53,267642,1108481,707536,789204
10,4.72,7.00,0:04.75,285859,1097001,709972,797328
5,5.98,6.89,0:05.20,305910,1130497,728916,811197
