RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.74,1.13,0:03.88,309,612085,0,967
90,2.83,1.74,0:04.58,38,786652,0,266571
80,2.93,1.67,0:04.61,39,786660,0,266867
70,2.87,1.75,0:04.62,44,786655,0,267167
60,3.06,2.12,0:05.19,72,995124,0,477403
50,2.87,2.43,0:05.30,84,1048772,0,528719
40,3.14,2.13,0:05.27,52,1048805,0,531433
30,3.02,2.16,0:05.19,52,1048806,0,531403
20,2.99,2.20,0:05.19,52,1048804,0,531420
10,3.09,2.10,0:05.19,52,1048805,0,531425
5,3.21,1.97,0:05.19,52,1048805,0,531408
