RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.23,5.06,0:07.30,224230,562336,283236,241466
90,2.29,1.27,0:03.88,16,731150,341599,266679
80,2.44,1.23,0:03.99,7,742728,399522,282787
70,2.39,1.33,0:04.04,11,742450,455095,283607
60,2.38,2.02,0:04.91,1375,913080,564612,504723
50,2.42,2.10,0:05.06,204,953664,565478,555758
40,2.57,1.98,0:05.04,43,954818,565511,557804
30,2.64,1.92,0:05.00,18,956598,565596,562843
20,2.61,1.99,0:05.01,18,956353,565594,562930
10,2.72,1.91,0:04.99,17,954876,565596,563017
5,2.68,1.97,0:04.97,18,953676,565579,563050
