RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.10,0:02.13,0,100521,0,0
90,4.01,0.28,0:02.38,1095,140759,44699,41705
80,4.00,0.34,0:02.41,2625,152068,58542,53423
70,4.01,0.39,0:02.46,3670,162758,73775,64767
60,4.02,0.43,0:02.49,5538,172512,77923,74473
50,4.42,0.70,0:02.83,32619,214932,113135,107868
40,4.79,1.84,0:03.62,2332,1079206,534527,512539
30,4.89,2.43,0:04.00,5499,1348402,691705,743107
20,4.94,2.52,0:04.09,411,1380185,706952,770999
10,5.04,2.69,0:04.22,99,1382654,709335,776617
5,5.63,2.85,0:04.59,4545,1385799,714614,781771
