RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.83,1.21,0:08.04,96,678519,0,227
90,6.95,1.20,0:08.16,1973,687529,0,12573
80,7.12,1.36,0:08.49,2070,689953,0,13260
70,7.05,1.54,0:08.59,8880,706377,0,25981
60,7.08,2.09,0:09.18,44205,726897,0,60125
50,7.28,2.82,0:10.12,85800,823578,0,128188
40,7.45,3.56,0:11.03,126429,910439,0,284351
30,7.63,3.92,0:11.58,201886,965526,0,449495
20,7.78,4.46,0:12.27,247890,1010729,0,567044
10,7.95,5.08,0:13.07,324400,1053267,0,746223
5,8.89,5.19,0:14.12,351042,1098342,0,835035
