RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.58,1.31,0:03.91,1440,618089,0,2157
90,2.65,1.93,0:04.59,38,786652,0,266574
80,2.68,1.99,0:04.68,39,786662,0,266893
70,2.73,1.98,0:04.71,44,786656,0,267178
60,2.71,2.56,0:05.28,72,995124,0,477407
50,2.75,2.60,0:05.35,81,1048774,0,528506
40,2.88,2.41,0:05.30,52,1048804,0,531420
30,2.97,2.26,0:05.23,52,1048805,0,531417
20,2.88,2.31,0:05.20,52,1048804,0,531417
10,2.95,2.28,0:05.23,52,1048804,0,531406
5,2.96,2.24,0:05.20,52,1048804,0,531397
