RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,1048715,3096375,2966384,108227,2402646,2169131,,,,64668.31
100,1,714,1376.471,10.647,29,421.845,5.085,,,,
100,2,502,990.256,9.119,8,128.628,17.802,,,,
100,3,86,145.879,7.038,,,,,,,
100,4,3259,4280.024,12.330,,,,,,,
90,0,1048835,2147666,15145948,34,607.331,58.071,26,690327.7,110484896,391431.4
90,1,2463,3352.579,11.548,16,230.068,4.856,,,,
90,2,600,920.833,2.129,,,,,,,
90,3,2007,2625.249,1.615,,,,,,,
90,4,1785,2180.312,1.897,,,,,,,
80,0,1048801,2174092,5672984,14,280.913,93.323,23,557961.3,143546368,394172.3
80,1,1928,2445.560,2.802,8,129.474,13.972,,,,
80,2,960,1305.185,2.419,,,,,,,
80,3,1839,2440.633,2.521,,,,,,,
80,4,1241,1591.342,2.912,,,,,,,
70,0,1048926,2186792,5084036,14,278.605,84.601,20,451751.5,113083869,393347.8
70,1,2092,2699.696,124.859,,,,,,,
70,2,591,909.797,2.966,,,,,,,
70,3,2577,3560.035,5.698,,,,,,,
70,4,2704,3329.258,4.688,,,,,,,
60,0,1049031,2166730,3576196,14,258.421,86.560,19,502695.8,126096911,389938.7
60,1,712,863.681,1.822,,,,,,,
60,2,276,570.187,2.230,,,,,,,
60,3,523,868.605,4.685,8,116.039,2.364,,,,
60,4,4795,5655.964,127.323,31,439.144,1.890,,,,
50,0,1048928,2165042,5136406,15,239.435,41.787,22,879341.4,413875126,378663.2
50,1,534,621.710,0.870,,,,,,,
50,2,290,596.184,2.077,,,,,,,
50,3,75,98.409,0.682,,,,,,,
50,4,3186,4028.638,15.611,,,,,,,
40,0,1048875,2182039,4320400,43,689.559,42.359,13,329922.3,137192546,379075.6
40,1,812,936.372,1.666,,,,,,,
40,2,361,676.845,2.683,,,,,,,
40,3,847,1075.485,1.598,,,,,,,
40,4,224,242.367,0.331,,,,,,,
30,0,1048810,2179507,128920094,14,262.012,86.962,13,380925.0,114661972,382642.2
30,1,1439,1908.234,3.518,16,230.006,4.081,,,,
30,2,356,674.018,3.505,,,,,,,
30,3,374,396.787,0.319,,,,,,,
30,4,3277,4362.317,9.755,,,,,,,
20,0,1048812,2185579,1026807028,14,207.990,3.211,10,213522.4,24894568,375153.3
20,1,772,967.458,3.168,,,,,,,
20,2,339,581.564,0.760,,,,,,,
20,3,360,429.436,2.478,,,,,,,
20,4,3056,4282.903,46.201,31,435.658,1.356,,,,
10,0,1048848,2189556,5413377,14,266.513,100.856,4,91119.27,135537860,371711.7
10,1,1789,2113.192,1.430,,,,,,,
10,2,245,526.226,4.764,,,,,,,
10,3,1994,2659.459,2.165,,,,,,,
10,4,1143,1389.991,1.689,,,,,,,
5,0,1048855,2186457,733104714,14,282.546,96.387,3,41449.28,87106412,370248.8
5,1,1700,2072.376,2.417,,,,,,,
5,2,642,1031.990,2.808,,,,,,,
5,3,2505,3371.001,7.417,,,,,,,
5,4,1601,2035.230,2.498,,,,,,,
