RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.23,3.49,0:05.73,108227,940563,-37840296,122562
90,2.33,2.62,0:05.38,34,1048757,-38398394,555091
80,2.33,2.52,0:05.28,14,1048783,-38963893,562115
70,2.33,2.51,0:05.27,14,1048784,-39529508,562230
60,2.46,2.37,0:05.26,14,1048786,-40095129,562377
50,2.35,2.80,0:05.60,15,1048789,-40660745,562702
40,2.54,2.15,0:05.13,15,1048793,-41226367,562661
30,2.43,2.31,0:05.18,14,1048796,-41791987,562754
20,2.53,2.07,0:05.04,14,1048798,-42357608,562836
10,2.55,1.94,0:04.93,14,1048801,-42923230,562944
5,2.55,1.87,0:04.87,14,1048804,-43488852,562983
