RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.90,0.11,0:01.58,0,100476,0,0
90,4.14,0.67,0:01.87,37415,105184,51938,40476
80,4.14,0.88,0:01.95,51717,105227,70941,55925
70,4.21,0.91,0:02.01,60246,107337,74572,65255
60,4.13,0.94,0:01.99,65998,105540,74018,71761
50,4.69,1.21,0:02.28,90909,148785,108718,103364
40,5.39,4.15,0:03.68,177599,813846,499724,443263
30,5.26,6.58,0:04.70,258601,1059878,674481,742994
20,4.99,6.93,0:04.82,274849,1096252,704999,790584
10,4.89,7.06,0:04.90,282609,1100117,709756,800259
5,6.08,7.11,0:05.44,306257,1116957,727407,811166
